ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 04/05/2026;COBERTURA;IMPORTE AFILIADO
27845;pioglitazona;CERELUC;15 mg comp.x 30;Beta;$ 26613.83;50%;$ 13306.92
27173;pioglitazona;CERELUC;30 mg comp.x 30;Beta;$ 52263.87;50%;$ 26131.94
27848;pioglitazona;CERELUC;45 mg comp.x 30;Beta;$ 32581.05;50%;$ 16290.53
44951;pramipexol;NEUROSOMAT 0.25 MG;0.25 mg comp.x 30;Beta;$ 16513.1;50%;$ 8256.55
44952;pramipexol;NEUROSOMAT 0.25 MG;0.25 mg comp.x 90;Beta;$ 1458.82;50%;$ 729.41
44953;pramipexol;NEUROSOMAT 1 MG;1 mg comp.x 30;Beta;$ 61238.88;50%;$ 30619.44
44954;pramipexol;NEUROSOMAT 1 MG;1 mg comp.x 90;Beta;$ 4871.06;50%;$ 2435.53
52477;promestriene;MENOCLIM PRO;cr.x 15 g;Beta;$ 24773.89;50%;$ 12386.95
52478;promestriene;MENOCLIM PRO;óv. x 10;Beta;$ 23743.77;50%;$ 11871.89
52479;promestriene;MENOCLIM PRO;óv. x 20;Beta;$ 43925.81;50%;$ 21962.91
11617;psyllium+asoc.;MEDILAXAN;comp.rec.x 30;Beta;$ 18981.37;50%;$ 9490.69
44868;quetiapina;DOMINIUM;100 mg comp.rec.x 30;Beta;$ 90230.91;50%;$ 45115.46
44869;quetiapina;DOMINIUM;200 mg comp.rec.x 30;Beta;$ 102101.62;50%;$ 51050.81
44867;quetiapina;DOMINIUM;25 mg comp.rec.x 30;Beta;$ 51883.8;50%;$ 25941.9
54694;rasagilina;AGILINE;1 mg comp.x 30;Beta;$ 2059.73;50%;$ 1029.87
26472;repaglinida;SESTRINE;0.5 mg comp.x 30;Beta;$ 24432.42;50%;$ 12216.21
26474;repaglinida;SESTRINE;1 mg comp.x 30;Beta;$ 24432.42;50%;$ 12216.21
26475;repaglinida;SESTRINE;1 mg comp.x 90;Beta;$ 68981.9;50%;$ 34490.95
26476;repaglinida;SESTRINE;2 mg comp.x 30;Beta;$ 20183.25;50%;$ 10091.63
26477;repaglinida;SESTRINE;2 mg comp.x 90;Beta;$ 68218.43;50%;$ 34109.22
45603;risedronato;RIBASTAMIN 150 MG;comp.rec.x 1;Beta;$ 28976.8;50%;$ 14488.4
54765;risedronato;RIBASTAMIN 150 MG;comp.rec.x 3;Beta;$ 69333.01;50%;$ 34666.51
34303;risperidona;DROPICINE;0.5 mg comp.rec.x 20;Beta;$ 7195.95;50%;$ 3597.98
27060;risperidona;DROPICINE;1 mg comp.rec.x 20;Beta;$ 10840.79;50%;$ 5420.4
27061;risperidona;DROPICINE;1 mg comp.rec.x 60;Beta;$ 25902.34;50%;$ 12951.17
27062;risperidona;DROPICINE;2 mg comp.rec.x 20;Beta;$ 20992.17;50%;$ 10496.09
27063;risperidona;DROPICINE;2 mg comp.rec.x 60;Beta;$ 71624.14;50%;$ 35812.07
27064;risperidona;DROPICINE;3 mg comp.rec.x 20;Beta;$ 29669.38;50%;$ 14834.69
27065;risperidona;DROPICINE;3 mg comp.rec.x 60;Beta;$ 92684.24;50%;$ 46342.12
26679;rosiglitazona;GLIMIDE;4 mg comp.rec.x 30;Beta;$ 53955.44;50%;$ 26977.72
26680;rosiglitazona;GLIMIDE;8 mg comp.rec.x 30;Beta;$ 52935.59;50%;$ 26467.8
45707;rosuvastatina;ATERONOVA;10 mg comp.x 30;Beta;$ 24157.01;60%;$ 9662.8
45909;rosuvastatina;ATERONOVA;20 mg comp.x 30;Beta;$ 43903.56;60%;$ 17561.42
61366;rosuvastatina;ATERONOVA;40 mg comp.x 30;Beta;$ 60468.41;60%;$ 24187.36
55102;rosuvastatina;ATERONOVA;5 mg comp.x 30;Beta;$ 11159.67;60%;$ 4463.87
15138;selegilina;BRINTENAL;5 mg comp.x 20;Beta;$ 553.14;80%;$ 110.63
37440;selegilina;BRINTENAL;5 mg comp.x 60;Beta;$ 24107.85;80%;$ 4821.57
63022;sitagliptina;SIFEL;100 mg comp.x 28;Beta;$ 88571.63;100%;$ 0
63503;sitagliptina;SIFEL;50 mg comp.x 28;Beta;$ 81844.67;100%;$ 0
53254;tamsulosina;TOLOXANE;0.4 mg caps.lib.prol.x30;Beta;$ 1586.31;50%;$ 793.16
53255;tamsulosina;TOLOXANE;0.4 mg caps.lib.prol.x60;Beta;$ 1681.4;50%;$ 840.7
63403;testosterona;ANDROLONE;gel pomo x 15 g + aplic.;Beta;$ 49080.11;50%;$ 24540.06
34309;testosterona;ANDROLONE;gel sob.x 30 x 5 g;Beta;$ 84232.59;50%;$ 42116.3
39610;tibolona;DISCRETAL 1.25;1.25 mg comp.x 30;Beta;$ 25977.14;50%;$ 12988.57
29186;tibolona;DISCRETAL 2.5;comp.x 30;Beta;$ 34896.07;50%;$ 17448.04
49673;tióctico,ác.;NEUTRACOL;600 mg comp.rec.x 40;Beta;$ 2078.04;50%;$ 1039.02
49674;tióctico,ác.;NEUTRACOL;600 mg comp.rec.x 60;Beta;$ 2224.05;50%;$ 1112.03
49980;tolfenámico,ác.;FLOCUR;200 mg cáps.x 20;Beta;$ 32038.64;50%;$ 16019.32
49791;tolfenámico,ác.;FLOCUR RAPID;comp.x 15;Beta;$ 34723.77;50%;$ 17361.89
43742;tiras reactivas;ON CALL PLUS;tiras reac.x 50 (1b.x50);Betterlife S.R.;$ 64223.03;100%;$ 0
1481;antígenos;NILFLUX;vac.oral grag.x 10;Biol;$ 17911.25;50%;$ 8955.63
21778;antígenos+asoc.;BIOL PREO;a.x 1 x 1 ml c/jga.+ag.;Biol;$ 8851.33;50%;$ 4425.67
47974;betametasona+gentamic.+miconazol;VAGILEN DERMICO;cr.x 20 g;Biol;$ 1305.23;40%;$ 783.14
51254;clindamicina+ketoconazol;FRONT 2;óv.x 7;Biol;$ 19782.32;50%;$ 9891.16
14675;ergonovina;METRERGINA;0.2 mg a.x 6 x 1 ml;Biol;$ 11152.06;50%;$ 5576.03
50405;ergonovina;METRERGINA;0.2 mg comp.x 20;Biol;$ 12306.99;50%;$ 6153.5
31519;fluconazol;DAMICOL;150 mg caps.x 1;Biol;$ 59.8;50%;$ 29.9
31520;fluconazol;DAMICOL;150 mg caps.x 2;Biol;$ 645.98;50%;$ 322.99
43891;fluconazol;DAMICOL;150 mg caps.x 4;Biol;$ 1035.65;50%;$ 517.83
1478;glucoprot.de enterobacterias;INESPECIN;comp.x 6;Biol;$ 13798.11;50%;$ 6899.06
17727;hexoprenalina;ARGOCIAN;25 mcg/5 ml iny.a.x 5;Biol;$ 11428.18;50%;$ 5714.09
22184;hierro+fólico,ác.;FERRETAB COMPUESTO;cáps.x 30;Biol;$ 25709.22;50%;$ 12854.61
22185;hierro+fólico,ác.;FERRETAB COMPUESTO;cáps.x 60;Biol;$ 43920.19;50%;$ 21960.1
30277;labetalol;BIASCOR;200 mg comp.x 20;Biol;$ 17381.89;50%;$ 8690.95
61054;labetalol;BIASCOR;200 mg comp.x 60;Biol;$ 43791.12;50%;$ 21895.56
30278;labetalol;BIASCOR;5 mg/ml a.x 10 x 4 ml;Biol;$ 82676.71;50%;$ 41338.36
1285;metronidazol;METRONIDAZOL BIOL;500 mg comp.x 20;Biol;$ 11223.19;50%;$ 5611.6
44709;metronidazol;METRONIDAZOL BIOL;500 mg óv.x 10;Biol;$ 9903.71;50%;$ 4951.86
42461;metronidazol+asoc.;METANIS;ov.x 10;Biol;$ 1414.78;50%;$ 707.39
40553;metronidazol+asoc.;VAGILEN;óv.x 12;Biol;$ 21582.64;50%;$ 10791.32
40552;metronidazol+asoc.;VAGILEN;óv.x 6;Biol;$ 12628.52;50%;$ 6314.26
1482;nistatina+neomicina+asoc.;O BIOL;óv.x 6;Biol;$ 12623.7;50%;$ 6311.85
33405;siliconas;FINESCAR;spray x 170 g;Biol;$ 20692.25;50%;$ 10346.13
23549;suero antiofídico;SUERO ANTIOFIDICO POLIVALENTE LIOF.BIOL;f.a.+a.dil.x10ml+jer./ag;Biol;$ 74395.89;50%;$ 37197.95
20886;toxoide tetánico;VACUNA ANTITETANICA BIOL;a.x 1 x 0.5ml c/jga.+ag.;Biol;$ 11380.72;50%;$ 5690.36
60367;toxoide tetánico+diftérico;DITE (EX VACUNA DOBLE ADULTOS BIOL);a.x 1 x 0.5 ml c/jga.+ag;Biol;$ 11602.12;50%;$ 5801.06
26598;trospio,cloruro;SPASMEX 15;15 mg comp.rec.x 30;Biol;$ 30896.7;50%;$ 15448.35
31972;trospio,cloruro;SPASMEX 30;30 mg comp.rec.x 30;Biol;$ 52170.7;50%;$ 26085.35
32971;vit.k1;VITAMINA K1 BIOL;10 mg a.x 3 x 1 ml;Biol;$ 9026.38;50%;$ 4513.19
18857;bromazepam;LEXOTANIL;3 mg comp.x 20;Biopas Argentin;$ 397.12;50%;$ 198.56
10449;bromazepam;LEXOTANIL;3 mg comp.x 30;Biopas Argentin;$ 6794.36;50%;$ 3397.18
7509;bromazepam;LEXOTANIL;3 mg comp.x 50;Biopas Argentin;$ 792.82;50%;$ 396.41
10450;bromazepam;LEXOTANIL;6 mg comp.x 30;Biopas Argentin;$ 9865.63;50%;$ 4932.82
7510;bromazepam;LEXOTANIL;6 mg comp.x 50;Biopas Argentin;$ 23300.77;50%;$ 11650.39
55472;candesartán cilexetil;ATACAND;16 mg comp.divis.x 28;Biopas Argentin;$ 77258.29;60%;$ 30903.32
55473;candesartán cilexetil;ATACAND;32 mg comp.divis.x 28;Biopas Argentin;$ 119387.11;60%;$ 47754.84
55471;candesartán cilexetil;ATACAND;8 mg comp.divis.x 28;Biopas Argentin;$ 56133.62;60%;$ 22453.45
55475;candesartán+hidroclorotiazida;ATACAND D;16 mg comp.divis.x 28;Biopas Argentin;$ 77230.91;50%;$ 38615.46
55474;candesartán+hidroclorotiazida;ATACAND D;8 mg comp.divis.x 28;Biopas Argentin;$ 57921.5;50%;$ 28960.75
29806;clonazepam;RIVOTRIL;0.25 mg Subl.comp.x 30;Biopas Argentin;$ 780.48;50%;$ 390.24
22869;clonazepam;RIVOTRIL;0.25 mg comp.x 30;Biopas Argentin;$ 252.07;50%;$ 126.04
17769;clonazepam;RIVOTRIL;0.25% gts.x 20 ml;Biopas Argentin;$ 324.38;50%;$ 162.19
17546;clonazepam;RIVOTRIL;0.5 mg comp.x 30;Biopas Argentin;$ 13618.67;50%;$ 6809.34
14450;clonazepam;RIVOTRIL;0.5 mg comp.x 50;Biopas Argentin;$ 17255.38;50%;$ 8627.69
18746;clonazepam;RIVOTRIL;0.5 mg comp.x 60;Biopas Argentin;$ 18109.99;50%;$ 9055
17547;clonazepam;RIVOTRIL;2 mg comp.x 30;Biopas Argentin;$ 12879.51;80%;$ 2575.9
10519;clonazepam;RIVOTRIL;2 mg comp.x 50;Biopas Argentin;$ 16033.85;80%;$ 3206.77
18747;clonazepam;RIVOTRIL;2 mg comp.x 60;Biopas Argentin;$ 16839.29;80%;$ 3367.86
16287;flunitrazepam;ROHYPNOL;1 mg comp.laq.x 30;Biopas Argentin;$ 12069.41;50%;$ 6034.71
47992;rotigotina;NEUPRO;2mg/24h parch.transd.x 7;Biopas Argentin;$ 60483.38;50%;$ 30241.69
47993;rotigotina;NEUPRO;4mg/24h parch.transd.x14;Biopas Argentin;$ 155216.95;50%;$ 77608.48
47994;rotigotina;NEUPRO;6mg/24h parch.transd.x14;Biopas Argentin;$ 230109.74;50%;$ 115054.87
47995;rotigotina;NEUPRO;8mg/24h parch.transd.x14;Biopas Argentin;$ 270355.6;50%;$ 135177.8
54961;dutasteride+tamsulosina;URODIF DUO;cáps.lib.modificada x 30;Bioprofarma Bag;$ 55109.67;50%;$ 27554.84
43369;buprenorfina;RESTIVA;10 mg parche x 1;Biosidus S.A.U.;$ 39282.07;50%;$ 19641.04
43370;buprenorfina;RESTIVA;20 mg parche x 1;Biosidus S.A.U.;$ 47670.21;50%;$ 23835.11
43368;buprenorfina;RESTIVA;5 mg parche x 1;Biosidus S.A.U.;$ 30321.39;50%;$ 15160.7
16003;clomipramina;ANAFRANIL 75 DIVITABS;75 mg comp.rec.x 20;Biosidus S.A.U.;$ 25236.85;50%;$ 12618.43
2173;clomipramina;ANAFRANIL;grag.x 30;Biosidus S.A.U.;$ 11929.87;50%;$ 5964.94
30349;lactobacilos+asoc.;BIOFLORA;pvo.x 7.6 g;Biosidus S.A.U.;$ 513.11;50%;$ 256.56
46199;levodopa+carbidopa+entacapone;STALEVO 100;100 mg comp.rec.x 100;Biosidus S.A.U.;$ 260913.14;50%;$ 130456.57
35402;levodopa+carbidopa+entacapone;STALEVO 100;100 mg comp.rec.x 30;Biosidus S.A.U.;$ 87861.45;50%;$ 43930.73
45029;levodopa+carbidopa+entacapone;STALEVO 125;125 mg comp.rec.x 30;Biosidus S.A.U.;$ 87861.45;50%;$ 43930.73
46200;levodopa+carbidopa+entacapone;STALEVO 150;150 mg comp.rec.x 100;Biosidus S.A.U.;$ 260913.14;50%;$ 130456.57
35403;levodopa+carbidopa+entacapone;STALEVO 150;150 mg comp.rec.x 30;Biosidus S.A.U.;$ 87861.45;50%;$ 43930.73
43440;levodopa+carbidopa+entacapone;STALEVO 200;200 mg comp.rec.x 30;Biosidus S.A.U.;$ 89567.91;50%;$ 44783.96
35401;levodopa+carbidopa+entacapone;STALEVO 50;50 mg comp.rec.x 30;Biosidus S.A.U.;$ 87861.45;50%;$ 43930.73
45028;levodopa+carbidopa+entacapone;STALEVO 75;75 mg comp.rec.x 30;Biosidus S.A.U.;$ 87861.45;50%;$ 43930.73
52609;betametasona;METABULGIN;cr.x 20 g;Biosintex;$ 282;50%;$ 141
56322;betametasona;VITACORTIL B;susp.oral x 30 ml;Biosintex;$ 5815;50%;$ 2907.5
35074;betametasona+gentamic.+miconazol;TRIBIOCORT;cr.x 20 g;Biosintex;$ 14552;40%;$ 8731.2
45508;ciprofloxacina+dexametasona;OMAFLAXINA D;susp.oft.estéril x 5 ml;Biosintex;$ 9637.79;50%;$ 4818.9
40654;ciprofloxacina+hidrocortisona;OTOLEF;susp.ótica x 5 ml;Biosintex;$ 5242;50%;$ 2621
52809;clobetasol;KLOMADEX;cr.x 30 g;Biosintex;$ 11212;40%;$ 6727.2
47229;diclofenac sódico;VENZIDIAK;75 mg comp.rec.x 15;Biosintex;$ 11367;40%;$ 6820.2
51308;diclofenac+pridinol;VENZIDIAK FLEX;comp.rec.x 10;Biosintex;$ 10711;40%;$ 6426.6
37419;ketoconazol;KETOLEF;2% cr.x 15 g;Biosintex;$ 8890;40%;$ 5334
53262;ketorolac trometamina;DIROLAC SL;10 mg comp.subl.x 10;Biosintex;$ 8652.21;50%;$ 4326.11
41889;sildenafil;FORZAK;50 mg comp.mast.x 2;Biosintex;$ 4087.25;50%;$ 2043.63
45957;sildenafil;FORZAK;50 mg comp.mast.x 4;Biosintex;$ 7247.63;50%;$ 3623.82
33489;timolol,maleato;ATIGLAUC;0.5% gts.oft.x 10 ml;Biosintex;$ 206;80%;$ 41.2
23947;tobramicina;OFTALBRAX;gts.oft.x 5 ml;Biosintex;$ 9723.66;50%;$ 4861.83
36918;tobramicina+dexametasona;BIOCORT;fco.gotero x 5 ml;Biosintex;$ 10263;50%;$ 5131.5
51939;ambroxol+butetamato;PIRITOS FORTE;jbe.x 120 ml;Biosintex Retai;$ 224;50%;$ 112
6041;amoxicilina;BIOXILINA;500 mg comp.x 16;Biosintex Retai;$ 7430.81;60%;$ 2972.32
18345;amoxicilina;BIOXILINA;500mg/5ml susp.x 90 ml;Biosintex Retai;$ 10156.15;60%;$ 4062.46
45128;amoxicilina;BIOXILINA DUO;750 mg/5 ml susp.x 70 ml;Biosintex Retai;$ 262.5;60%;$ 105
45127;amoxicilina;BIOXILINA DUO;875 mg comp.rec.x 14;Biosintex Retai;$ 11127.37;60%;$ 4450.95
53648;amoxicilina+clavulánico,ác.;BIOXILINA PLUS DUO;1 g comp.rec.x 14;Biosintex Retai;$ 18129.86;60%;$ 7251.94
25617;azitromicina;NOVOZITRON;500 mg comp.rec.x 3;Biosintex Retai;$ 11374.73;60%;$ 4549.89
32885;azitromicina;NOVOZITRON;500 mg comp.rec.x 6;Biosintex Retai;$ 15741.42;60%;$ 6296.57
26889;betametasona+gentamicina+asoc.;VITACORTIL;cr.x 20 g;Biosintex Retai;$ 11794;40%;$ 7076.4
35376;carvedilol;CLORATEN;12.5 mg comp.rec.x 28;Biosintex Retai;$ 171.5;60%;$ 68.6
34814;carvedilol;CLORATEN;6.25 mg comp.rec.x 28;Biosintex Retai;$ 132.5;60%;$ 53
50918;cefalexina;CEFAGRAND;500 g comp.x 16;Biosintex Retai;$ 11443.53;60%;$ 4577.41
41400;ciprofloxacina;CIAPAR;500 comp.x 10;Biosintex Retai;$ 13193.13;60%;$ 5277.25
41413;difenhidramina;FADALEX;2.5 mg/ml jbe.x 120 ml;Biosintex Retai;$ 9547.78;50%;$ 4773.89
41412;difenhidramina;FADALEX;50 mg comp.x 20;Biosintex Retai;$ 167;50%;$ 83.5
40254;ibuprofeno;IBUZIDINE;600 mg comp.x 10;Biosintex Retai;$ 4524;40%;$ 2714.4
27678;ibuprofeno;IBUZIDINE;600 mg comp.x 20;Biosintex Retai;$ 7710;40%;$ 4626
52596;lidocaína+hidrocortisona;POMADA HADENSA PLUS;cr.x 15 g;Biosintex Retai;$ 7693.13;50%;$ 3846.57
41290;loperamida;DOTALSEC;2 mg comp.x 20;Biosintex Retai;$ 183;50%;$ 91.5
39532;nafazolina;NAFAZOLEX;env.gotero x 20 ml;Biosintex Retai;$ 4816.61;50%;$ 2408.31
54726;alprazolam;ALPRIM;0.5 mg comp.rec.x 30;Biotechno Pharm;$ 1265.36;50%;$ 632.68
54725;alprazolam;ALPRIM;0.5 mg comp.rec.x 60;Biotechno Pharm;$ 2521.51;50%;$ 1260.76
54724;alprazolam;ALPRIM;1 mg comp.rec.x 30;Biotechno Pharm;$ 2130.41;50%;$ 1065.21
54722;alprazolam;ALPRIM;2 mg comp.rec.x 30;Biotechno Pharm;$ 3291.93;50%;$ 1645.97
54721;alprazolam;ALPRIM;2 mg comp.rec.x 60;Biotechno Pharm;$ 6517.26;50%;$ 3258.63
54729;memantine;EXEM;10 mg comp.rec.x 30;Biotechno Pharm;$ 9187.77;60%;$ 3675.11
54718;zolpidem;ZOLDEM;10 mg comp.rec.x 30;Biotechno Pharm;$ 433.24;50%;$ 216.62
22580;allopurinol;PURITENK;300 mg comp.x 20;Biotenk;$ 7259.18;60%;$ 2903.67
28326;amlodipina;MITOKOR;10 mg comp.x 30;Biotenk;$ 21656.36;60%;$ 8662.54
28325;amlodipina;MITOKOR;5 mg comp.x 30;Biotenk;$ 13005.8;60%;$ 5202.32
13573;amoxicilina;AMOXITENK;500 mg comp.x 16;Biotenk;$ 6854.38;60%;$ 2741.75
29391;amoxicilina+clavulánico,ác.;AMOXITENK PLUS;500/125 mg comp.rec.x 16;Biotenk;$ 726.32;60%;$ 290.53
33320;amoxicilina+clavulánico,ác.;AMOXITENK PLUS 1 GR;875/125 mg comp.rec.x 14;Biotenk;$ 832.56;60%;$ 333.02
13575;atenolol;ATENOLOL;100 mg comp.x 30;Biotenk;$ 510.77;80%;$ 102.15
27323;atorvastatín;ATORVASTAN;10 mg comp.rec.x 30;Biotenk;$ 30618.73;60%;$ 12247.49
27324;atorvastatín;ATORVASTAN;20 mg comp.rec.x 30;Biotenk;$ 50557.08;60%;$ 20222.83
33798;azitromicina;SITROX;500 mg comp.rec.x 5;Biotenk;$ 12994.01;60%;$ 5197.6
47966;azitromicina;SITROX;500 mg comp.rec.x 6;Biotenk;$ 14487.76;60%;$ 5795.1
19990;calcio;CALCIO ACIDO;500 mg comp.mast.x 60;Biotenk;$ 702;40%;$ 421.2
15656;ciprofloxacina;CIPROTENK;500 mg comp.rec.x 10;Biotenk;$ 16529.89;60%;$ 6611.96
42119;claritromicina;CORIXA UD;500 mg comp.lib.modif.x4;Biotenk;$ 8758.09;60%;$ 3503.24
42120;claritromicina;CORIXA UD;500 mg comp.lib.modif.x8;Biotenk;$ 17159.15;60%;$ 6863.66
31968;claritromicina;CORIXA;500 mg comp.x 16;Biotenk;$ 30393;60%;$ 12157.2
35268;diclofenac potásico;BEFOL;75 mg comp.rec.x 20;Biotenk;$ 16748.23;40%;$ 10048.94
46279;diclofenac potásico;BEFOL;75 mg comp.rec.x 30;Biotenk;$ 22330.93;40%;$ 13398.56
42404;diclofenac potásico+paracetamol;BEFOL PLUS;comp.rec.x 10;Biotenk;$ 9029.04;40%;$ 5417.42
42405;diclofenac potásico+paracetamol;BEFOL PLUS;comp.rec.x 20;Biotenk;$ 16553.72;40%;$ 9932.23
48891;diclofenac+pridinol;BEFOL FLEX;comp.rec.x 10;Biotenk;$ 9419.19;40%;$ 5651.51
48892;diclofenac+pridinol;BEFOL FLEX;comp.rec.x 20;Biotenk;$ 16483.47;40%;$ 9890.08
16574;enalapril;PRILTENK;10 mg comp.x 30;Biotenk;$ 9409.14;80%;$ 1881.83
32035;enalapril;PRILTENK;10 mg comp.x 50;Biotenk;$ 2888;80%;$ 577.6
19962;enalapril;PRILTENK;10 mg comp.x 60;Biotenk;$ 17175.96;80%;$ 3435.19
26904;fenitoína;FENITENK;100 mg comp.rec.x 30;Biotenk;$ 3833.2;80%;$ 766.64
50381;fenitoína;FENITENK;100 mg comp.rec.x 60;Biotenk;$ 39653.65;80%;$ 7930.73
25611;finasteride;PROSMIN;5 mg comp.x 30;Biotenk;$ 31727.24;50%;$ 15863.62
19974;furosemida;FURTENK;40 mg comp.rec.x 50;Biotenk;$ 8379.92;80%;$ 1675.98
27320;glimepiride;GLUCOPIRIDA;4 mg comp.x 30;Biotenk;$ 19625.04;100%;$ 0
38942;ibuprofeno;IBUTENK;800 mg comp.x 10;Biotenk;$ 9964.41;40%;$ 5978.65
35341;itraconazol;MICOTENK;100 mg comp.rec.x 15;Biotenk;$ 925;50%;$ 462.5
35342;itraconazol;MICOTENK;100 mg comp.rec.x 30;Biotenk;$ 1530;50%;$ 765
26989;ketorolac trometamina;TENKDOL;20 mg comp.ran.x 20;Biotenk;$ 18713.98;50%;$ 9356.99
29392;levofloxacina;FLOXLEVO;500 mg comp.rec.x 7;Biotenk;$ 15234.27;60%;$ 6093.71
51455;levofloxacina;FLOXLEVO;750 mg comp.rec.x 5;Biotenk;$ 16579.39;60%;$ 6631.76
35186;loratadina;HISPLEX;10 mg comp.x 10;Biotenk;$ 5255.29;40%;$ 3153.17
35481;losartán;LOCTENK;100 mg comp.rec.x 30;Biotenk;$ 29525.74;60%;$ 11810.3
24533;losartán;LOCTENK;50 mg comp.rec.x 30;Biotenk;$ 24148.64;60%;$ 9659.46
33321;losartán;LOCTENK;50 mg comp.rec.x 60;Biotenk;$ 42097.9;60%;$ 16839.16
49451;losartán+hidroclorotiazida;LOCTENK D 100;comp.rec.x 30;Biotenk;$ 31175.96;50%;$ 15587.98
42396;losartán+hidroclorotiazida;LOCTENK D;comp.rec.x 30;Biotenk;$ 27943.61;50%;$ 13971.81
27090;meloxicam;LOXITENK;15 mg comp.x 20;Biotenk;$ 22872.72;40%;$ 13723.63
46280;meloxicam;LOXITENK;15 mg comp.x 30;Biotenk;$ 33139.86;40%;$ 19883.92
37185;meprednisona;LA MEPREDNISONA;4 mg comp.x 20;Biotenk;$ 7020.24;50%;$ 3510.12
37188;meprednisona;LA MEPREDNISONA;4 mg/ml sol.oral x 15 ml;Biotenk;$ 7836.54;50%;$ 3918.27
37187;meprednisona;LA MEPREDNISONA;40 mg comp.x 20;Biotenk;$ 42118.64;50%;$ 21059.32
37186;meprednisona;LA MEPREDNISONA;8 mg comp.x 20;Biotenk;$ 15309.01;50%;$ 7654.51
24532;metoclopramida;MIDATENK;10 mg comp.x 20;Biotenk;$ 572.9;50%;$ 286.45
22356;nifedipina;NIFEDIPINA R 20;Rtd.20 mg comp.x 50;Biotenk;$ 439.58;60%;$ 175.83
29385;nimodipina;AC VASCULAR;30 mg comp.x 30;Biotenk;$ 570.28;50%;$ 285.14
44149;orlistat;LIPOSOL;120 mg cáps.x 30;Biotenk;$ 51378.25;50%;$ 25689.13
54013;rosuvastatina;ROSTAN;10 mg comp.rec.x 30;Biotenk;$ 22852.42;60%;$ 9140.97
54014;rosuvastatina;ROSTAN;20 mg comp.rec.x 30;Biotenk;$ 38695.46;60%;$ 15478.18
54012;rosuvastatina;ROSTAN;5 mg comp.rec.x 30;Biotenk;$ 15075.75;60%;$ 6030.3
41866;sildenafil;SUPER-O;50 mg comp.rec.x 2;Biotenk;$ 2875.4;50%;$ 1437.7
31642;sulfametoxazol+trimetoprima;TRITENK FORTE;comp.x 10;Biotenk;$ 13588.91;60%;$ 5435.56
20661;mesalazina;SALOFALK;500 mg comp.x 50;Biotoscana;$ 4278.16;50%;$ 2139.08
47908;mesalazina;SALOFALK;500 mg granul.LP sob.x50;Biotoscana;$ 5752.15;50%;$ 2876.08
49112;ursodesoxicólico,ác.;URSOFALK;500 mg comp.rec.x 100;Biotoscana;$ 12161.56;50%;$ 6080.78
42656;dabigatrán;PRADAXA;110 mg cáps.x 10;Boehringer Inge;$ 83867.55;50%;$ 41933.78
42657;dabigatrán;PRADAXA;110 mg cáps.x 30;Boehringer Inge;$ 119712.84;50%;$ 59856.42
55350;dabigatrán;PRADAXA;110 mg cáps.x 60;Boehringer Inge;$ 221755.34;50%;$ 110877.67
46704;dabigatrán;PRADAXA;150 mg cáps.x 30;Boehringer Inge;$ 119712.84;50%;$ 59856.42
55351;dabigatrán;PRADAXA;150 mg cáps.x 60;Boehringer Inge;$ 221755.34;50%;$ 110877.67
42658;dabigatrán;PRADAXA;75 mg cáps.x 10;Boehringer Inge;$ 83867.55;50%;$ 41933.78
42659;dabigatrán;PRADAXA;75 mg cáps.x 30;Boehringer Inge;$ 153249.84;50%;$ 76624.92
51925;empagliflozina;JARDIANCE;10 mg comp.x 30;Boehringer Inge;$ 170623.69;100%;$ 0
51926;empagliflozina;JARDIANCE;25 mg comp.x 30;Boehringer Inge;$ 183388.85;100%;$ 0
1639;fenoterol;BEROTEC;0.5% sol.x 20 ml;Boehringer Inge;$ 1539.34;60%;$ 615.74
44183;fenoterol;BEROTEC HFA;aerosol hfa x 10 ml;Boehringer Inge;$ 19076.01;80%;$ 3815.2
44182;ipratropio,bromuro;ATROVENT HFA;aerosol hfa x 10 ml;Boehringer Inge;$ 23475.07;60%;$ 9390.03
10599;ipratropio,bromuro;ATROVENT;sol.x 20 ml;Boehringer Inge;$ 10136.71;60%;$ 4054.68
21160;ipratropio,bromuro;ATROVENT;sol.x 40 ml;Boehringer Inge;$ 18470.56;60%;$ 7388.22
44184;ipratropio,bromuro+fenoterol;BERODUAL HFA;aerosol hfa x 10 ml;Boehringer Inge;$ 29827.11;60%;$ 11930.84
1407;ipratropio,bromuro+fenoterol;BERODUAL;sol.x 20 ml;Boehringer Inge;$ 2256.8;60%;$ 902.72
47458;linagliptina;TRAYENTA;comp.rec.x 30;Boehringer Inge;$ 131620.52;50%;$ 65810.26
17589;meloxicam;MOBIC;15 mg comp.x 10;Boehringer Inge;$ 1382.97;40%;$ 829.78
19079;meloxicam;MOBIC;15 mg comp.x 20;Boehringer Inge;$ 4279.66;40%;$ 2567.8
22599;pramipexol;SIFROL;0.250 mg comp.x 100;Boehringer Inge;$ 78853.43;50%;$ 39426.72
22598;pramipexol;SIFROL;0.250 mg comp.x 30;Boehringer Inge;$ 26438.73;50%;$ 13219.37
51847;pramipexol;SIFROL ER;0.375mg comp.lib.prolx30;Boehringer Inge;$ 31987.91;50%;$ 15993.96
