NOMBRE,DROGA,PRESENTACION,LABORATORIO,FORMA,VIA,TIPO_DE_VENTA,ACCION,TROQUEL,SNOMED
ATORVAX,atorvastatín,20 mg comp.rec.x 30,Rospaw,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipocolesterolemiante,5986681,463491000221107
ATRACURIO,"atracurio,besilato",iny.a.x 5 ml,Gray,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Relajante muscular,3857331,261271000221109
ATRACURIO,"atracurio,besilato",iny.a.x 100 x 5 ml,Gray,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Relajante muscular, ,261251000221102
ATRACURIUM GEMEPE,"atracurio,besilato",50 mg a.x 25 x 5 ml,Gemepe,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Bloqueante neuromusc.no despol.,4107701,261291000221105
ATRACURIUM GOBBI,"atracurio,besilato",50 mg a.x 50 x 5 ml,Gobbi,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta,Relajante muscular, ,261331000221101
ATRACURIUM NORTHIA,"atracurio,besilato",10 mg a.x 25,Northia,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta Archivada,Relajante muscular, ,261341000221108
ATRIMON,dihidroxiprogesterona+estradiol,iny.a.x 1,MR Pharma,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,Venta Bajo Receta,Anovulatorio,454941,261351000221105
ATROVENT,"ipratropio,bromuro",sol.x 20 ml,Boehringer Ingelheim,Sprays/Aerosoles/Soluciones para nebulizar,inhalatoria,Venta Bajo Receta,Broncodilatador,3388311,261371000221103
ATROVENT,"ipratropio,bromuro",sol.x 40 ml,Boehringer Ingelheim,Sprays/Aerosoles/Soluciones para nebulizar,inhalatoria,Venta Bajo Receta,Broncodilatador,3388312,261381000221100
ATROVENT HFA,"ipratropio,bromuro",aerosol hfa x 10 ml,Boehringer Ingelheim,Sprays/Aerosoles/Soluc.p/nebulizar CON APLICADOR,inhalatoria,Venta Bajo Receta,Broncodilatador,5274751,261391000221102
ATTENUAT CLA,"linoleico,ác.conjugado",1000 mg cáps.x 30,Lafedar,Cápsulas/Softgels,oral,Venta Libre,Suplemento dietario, , 
ATTENUAT CLA,"linoleico,ác.conjugado",1000 mg cáps.x 60,Lafedar,Cápsulas/Softgels,oral,Venta Libre,Suplemento dietario, , 
ATUREN,diosmina+hesperidina micronizada,500 mg comp.rec.x 30,Gador,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Flebotónico Antihemorroidal,6610421,387051000221107
ATUREN,diosmina+hesperidina micronizada,1000 mg comp.rec.x 30,Gador,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Flebotónico Antihemorroidal,6610551,387041000221105
ATUREN,diosmina+hesperidina micronizada,500 mg comp.rec.x 60,Gador,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Flebotónico Antihemorroidal,6610422,439781000221107
AUBAGIO,teriflunomida,14 mg comp.rec.x 28,Sanofi-Aventis,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Trat.de la esclerosis múltiple,6226421,181341000221108
AUCIC 0.5%,carboximetilcelulosa sódica,sol.oft.x 10 ml,Poen,Gotas oftálmicas/Colirios,uso externo,Venta Bajo Receta,Lubricante ocular,5432681,261401000221100
AUCIC 1%,carboximetilcelulosa sódica,sol.oft.x 10 ml,Poen,Gotas oftálmicas/Colirios,uso externo,Venta Bajo Receta,Lubricante ocular,5432711,261411000221102
AUCIC 1% LC,carboximetilcelulosa sódica,sol.oft.x 10 ml,Poen,Gotas oftálmicas/Colirios,uso externo,Venta Bajo Receta,Lubricante ocular,5432713,261411000221102
AUCIC 1.5%,carboximetilcelulosa sódica,gel.oft.x 5 g,Poen,Geles oftálmicos,uso externo,Venta Bajo Receta,Lubricante ocular,5887971,261421000221107
AUCIC CAPS,ácidos grasos esenciales omega 3,cáps.x 30,Poen,Cápsulas/Softgels,oral,Venta Libre,Suplemento dietario, , 
AUCIC PLUS,"trehalosa+caboximetilcelulosa,sódica+glicerina",sol.oft.x 10 ml,Poen,Gotas oftálmicas/Colirios,uso externo,Venta Bajo Receta,Lubricante ocular,6338841,261431000221105
AUCIC PLUS LC,"trehalosa+caboximetilcelulosa,sódica+glicerina",sol.oft.x 10 ml,Poen,Gotas oftálmicas/Colirios,uso externo,Venta Bajo Receta,Humectante y Lubricante ocular,6338842, 
AUDAX,insaponificables,cáps.x 30,Elea,Cápsulas/Softgels,oral,Venta Bajo Receta,Antiartrósico,6584713, 
AUDAX NOVO,insaponificable de palta+soja,300 mg cáps.x 30,Elea,Cápsulas/Softgels,oral,Venta Bajo Receta,Antiartrósico,683613, 
AUDAX NOVO,insaponificable de palta+soja,300 mg cáps.x 60,Elea,Cápsulas/Softgels,oral,Venta Bajo Receta,Antiartrósico, , 
AUDECOL,"ursodesoxicólico,ác.",150 mg comp.x 20,Ariston,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antilitogénico Litolítico,5859971,108121000221109
AUDECOL,"ursodesoxicólico,ác.",300 mg comp.x 20,Ariston,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antilitogénico Litolítico,5853713,178851000221102
AUDECOL,"ursodesoxicólico,ác.",300 mg comp.x 50,Ariston,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antilitogénico Litolítico,5853712,178861000221100
AUDIPAX 16,betahistina,16 mg comp.ranur.x 30,Baliarda,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antivertiginoso,5033123,245711000221103
AUDIPAX MULTIDOSIS,betahistina,24 mg comp.birran.x 30,Baliarda,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antivertiginoso,6301843,245661000221106
AUDIPAX MULTIDOSIS,betahistina,24 mg comp.birran.x 60,Baliarda,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antivertiginoso,6301846,245671000221102
AULO GELIO REPELENTE,aceite de citronela,cr.x 50 g,Laboratorios Felipe Bajer,Cremas/Geles/Pomadas/Ungüentos,uso externo,No Clasificados / VL para Mf,Repelente de insectos, , 
AULO GELIO REPELENTE,aceite de citronela,loc.x 120 ml,Laboratorios Felipe Bajer,Solución de uso externo/Loción,uso externo,No Clasificados / VL para Mf,Repelente de insectos, , 
AULO GELIO REPELENTE,aceite de citronela+aceite de jojoba,aerosol x 180 ml,Laboratorios Felipe Bajer,Sprays/Aerosoles/Soluciones para nebulizar,uso externo,No Clasificados / VL para Mf,Repelente de insectos, , 
AUREA,manteca de karité+asoc.,cr. demulcente x 75 g,Monserrat,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Humectante vaginal, , 
AUREA AQUA,glicerina+asoc.,gel demulcente x 75 g,Monserrat,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Lubricante íntimo, , 
AUREA CHAMPU INTIMO DEMULCENTE,"láctico,ác.+asoc.",shamp.íntimo x 150 g,Monserrat,Espumas/emulsiones,uso externo,Venta Libre,Antiséptico Desinfectante, , 
AURENE,oxcarbazepina,300 mg comp.x 30,Teva Argentina,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antiepiléptico,3732671,190921000221107
AURENE,oxcarbazepina,600 mg comp.x 30,Teva Argentina,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antiepiléptico,3929361,190951000221101
AURENE,oxcarbazepina,300 mg comp.x 60,Teva Argentina,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antiepiléptico,3732672,190931000221105
AURENE,oxcarbazepina,600 mg comp.x 60,Teva Argentina,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antiepiléptico,3929362,190961000221104
AVAMIDE,vildagliptin,50 mg comp.x 30,Beta,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6617261,442771000221101
AVAMIDE,vildagliptin,50 mg comp.x 60,Beta,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6617262,442781000221103
AVAMIDE MET,vildagliptin+metformina,50/1000 mg comp.rec.x 30,Beta,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6618841,442801000221104
AVAMIDE MET,vildagliptin+metformina,50/1000 mg comp.rec.x 60,Beta,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6618842,442811000221101
AVAMIDE MET,vildagliptin+metformina,50/850 mg comp.rec.x 30,Beta,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6618711,442831000221109
AVAMIDE MET,vildagliptin+metformina,50/850 mg comp.rec.x 60,Beta,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hipoglucemiante oral,6618712,442821000221106
AVANCEL,ciproterona+etinilestradiol,comp.rec.x 21,PharmaDorf,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Hormonoterapia,5478681,376721000221106
AVASTIN,bevacizumab,100 mg/4 ml a.x. 1,Roche,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta Archivada,Antineoplásico,5426681,261461000221104
AVASTIN,bevacizumab,400 mg/16 ml a.x. 1,Roche,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,Venta Bajo Receta Archivada,Antineoplásico,5426711,261471000221108
AVAXIM,antígeno hepatitis a,jga.prell.x 0.5 ml,Sanofi Health Argentina S.A.,Jeringa prellenada,inyectable IM,Venta Bajo Receta,Vacuna contra hepatitis A,431346,319221000221103
AVAXIM 80 U PEDIATRICO,antígeno hepatitis a,jga.prell.x 0.5 ml,Sanofi Health Argentina S.A.,Jeringa prellenada,inyectable IM,Venta Bajo Receta,Vacuna contra hepatitis A,4313461,319211000221108
AVELLE APOSITO DE HIDROFIBRA 12X21 CM,accesorio,Caja x 5 cód. 421554,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
AVELLE APOSITO DE HIDROFIBRA 12X31 CM,accesorio,Caja x 5 cód. 421555,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
AVELLE APOSITO DE HIDROFIBRA 12X41 CM,accesorio,Caja x 5 cód. 422155,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
AVELLE APOSITO DE HIDROFIBRA 16X16 CM,accesorio,Caja x 5 cód. 421552,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
AVELLE APOSITO DE HIDROFIBRA 16X21 CM,accesorio,Caja x 5 cód. 421553,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
AVELLE APOSITO DE HIDROFIBRA 26X26 CM,accesorio,Caja x 5 cód. 422157,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
AVELLE BOMBA PRESION NEGATIVA PORTATIL,accesorio,1 unidad cód. 422285,Convatec,Accesorios medicinales,uso externo,Venta Libre,Accesorios, , 
AVELOX,moxifloxacina,400 mg comp.rec.x 7,Bayer (PH),Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antibiótico,4629952,199611000221102
AVENO,avena+asoc.,jab.x 120 g,Andrómaco,Jabón,uso externo,Venta Libre,Higiene de la piel, , 
AVENO,avena+asoc.,acond.cap.x 250 ml,Andrómaco,Crema de enjuague,uso externo,Venta Libre,Regenerador capilar, , 
AVENO,avena+asoc.,shamp.x 250 ml,Andrómaco,Shampoo/Jabón líquido,uso externo,Venta Libre,Higiene de la piel, , 
AVENO,avena+asoc.,gel de limp.x 250 ml,Andrómaco,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Higiene de la piel, , 
AVENO,avena+asoc.,limpieza gel.x 250 g,Andrómaco,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Protector dérmico, , 
AVENO,avena+asoc.,piel norm/sens cr.x 50g,Andrómaco,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Protector dérmico, , 
AVENO,avena+asoc.,piel seca/sens cr.x 50g,Andrómaco,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Libre,Protector dérmico, , 
AVENO,avena+asoc.,emuls.x 250 ml,Andrómaco,Emulsiones/Leches de Limpieza,uso externo,Venta Libre,Protector dérmico, , 
AVENO,avena+asoc.,emuls.x 400 ml,Andrómaco,Emulsiones/Leches de Limpieza,uso externo,Venta Libre,Protector dérmico, , 
AVENO INFANTIL,avena+asoc.,gel de baño x 250 g,Andrómaco,Shampoo/Jabón líquido,uso externo,Venta Libre,Higiene de la piel, , 
AVENO INFANTIL,avena+asoc.,acond.x 250 ml,Andrómaco,Crema de enjuague,uso externo,Venta Libre,Regenerador capilar, , 
AVENO INFANTIL,avena+asoc.,shamp.x 250 ml,Andrómaco,Shampoo/Jabón líquido,uso externo,Venta Libre,Higiene de la piel, , 
AVENO REFILL EMULSION X250 ML,avena+asoc.,emuls.x 250 ml,Andrómaco,Emulsiones/Leches de Limpieza,uso externo,Venta Libre,Protector dérmico, , 
AVENO SOLAR,protector solar,FPS50 emuls.corp.x175 ml,Andrómaco,Emulsiones/Leches de Limpieza,uso externo,Venta Libre,Hidratante Protector solar, , 
AVENO SOLAR,protector solar,FPS50 emuls.fac.x50 ml,Andrómaco,Emulsiones/Leches de Limpieza,uso externo,Venta Libre,Hidratante Protector solar, , 
AVITREX VITAMINA D3,vit.d3,f.a.bebible x 2 ml,Eczane,Ampollas bebibles,oral,Venta Bajo Receta,Vitaminoterapia d, , 
AVIXIS,alfatradiol,sol.tóp.c/aplic.x 200 ml,Galderma,Solución de uso externo/Loción,uso externo,Venta Bajo Receta,Antialopécico,4908632,443161000221102
AVODART,dutasteride,0.5 mg cáps.x 30,GlaxoSmithKline Biopharma,Cápsulas/Softgels,oral,Venta Bajo Receta,Inhibidor de la conv.testost.,5485131,116001000221100
AVONEX PEN,interferón beta 1a,30 mcg jga.prell.x 4,Biogen,Jeringa prellenada,inyectable IM,Venta Bajo Receta Archivada,Inmunomodulador,5395712,261541000221102
AXEPIN,apixaban,2.5 mg comp.rec.x 60,Baliarda,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antitrombótico,6749686, 
AXEPIN,apixaban,5 mg comp.rec.x 60,Baliarda,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antitrombótico,6749716, 
AXILAN,"aluminio,clorhidróxido",fco.x 60 ml,Oxapharma,Solución de uso externo/Loción,uso externo,Venta Libre,Antitranspirante, , 
AXILAN FORTE,"aluminio,cloruro+asoc.",roll-on x 20 ml,Valuge,Solución de uso externo/Loción,uso externo,Venta Libre,Antitranspirante, , 
AXILEP,gabapentin,100 mg cáps.x 30,Lepetit,Cápsulas/Softgels,oral,Venta Bajo Receta,Anticonvulsivo, ,219631000221108
AXILEP,gabapentin,300 mg cáps.x 30,Lepetit,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Anticonvulsivo,6011711,219641000221101
AXILEP,gabapentin,300 mg cáps.x 60,Lepetit,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Anticonvulsivo,6011712,219321000221104
AXIN,axitinib,1 mg comp.rec.x 56,Baliarda,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,6793261, 
AXIN,axitinib,5 mg comp.rec.x 56,Baliarda,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,6793391, 
AXIOMAT,escitalopram,10 mg comp.rec.x 30,Beta,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antidepresivo,5365554,147061000221109
AXIOMAT,escitalopram,20 mg comp.rec.x 30,Beta,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antidepresivo,5365684,147081000221102
AXITIM,axitinib,1 mg comp.rec.x 56,IMA,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,669355,463501000221102
AXITIM,axitinib,5 mg comp.rec.x 56,IMA,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,669368,463511000221104
AXNE 0.1%,adapaleno,0.1% gel x 30 g,Cassará,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antiacneico,6473002,352661000221108
AXNE 0.3%,adapaleno,0.3% gel x 30 g,Cassará,Cremas/Geles/Pomadas/Ungüentos,uso externo,Venta Bajo Receta,Antiacneico,6473132,352671000221104
AXOKINE,hidroxicloroquina,200 mg comp.x 30,Rontag,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiinflam.Antirreumático,5148021,374671000221107
AXOKINE,hidroxicloroquina,200 mg comp.x 60,Rontag,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiinflam.Antirreumático,5148023,461981000221103
AXUAL,pregabalina,25 mg cáps.x 30,Teva Argentina,Cápsulas/Softgels,oral,Venta Bajo Receta Archivada,Antiepiléptico,6128391,119531000221107
AXUAL,pregabalina,75 mg divids.x 15,Teva Argentina,Cápsulas/Softgels,oral,Venta Bajo Receta Archivada,Antiepiléptico,6283711,252311000221105
AXUAL,pregabalina,50 mg cáps.x 30,Teva Argentina,Cápsulas/Softgels,oral,Venta Bajo Receta Archivada,Antiepiléptico,6301551,210771000221109
AXUAL,pregabalina,75 mg cáps.x 30,Teva Argentina,Cápsulas/Softgels,oral,Venta Bajo Receta Archivada,Antiepiléptico,5805002,151601000221109
AXUAL,pregabalina,75 mg divids.x 30,Teva Argentina,Cápsulas/Softgels,oral,Venta Bajo Receta Archivada,Antiepiléptico,6283712,252321000221100
AXUAL,pregabalina,150 mg cáps.x 30,Teva Argentina,Cápsulas/Softgels,oral,Venta Bajo Receta Archivada,Antiepiléptico,5805131,152951000221108
AXUAL,pregabalina,75 mg cáps.x 60,Teva Argentina,Cápsulas/Softgels,oral,Venta Bajo Receta Archivada,Antiepiléptico,5805003,151611000221107
AYSEL ACONDICIONADOR,extractos naturales+asoc.,acond.x 300 ml (VL),Eczane,Crema de enjuague,uso externo,Venta Libre,Producto Cosmético, , 
AYSEL SHAMPOO,extractos naturales+asoc.,shamp.x 300 ml (VL),Eczane,Shampoo/Jabón líquido,uso externo,Venta Libre,Producto Cosmético, , 
AYURSTATE,barosma+asoc.,cáps.x 30,Argenfarma,Cápsulas/Softgels,oral,Venta Libre,Antiprostático, , 
AYURSTATE,barosma+asoc.,cáps.x 60,Argenfarma,Cápsulas/Softgels,oral,Venta Libre,Antiprostático, , 
AZAMEX,azacitidina,100 mg f.a.x 1,Kemex,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,No Clasificada,Venta Bajo Receta Archivada,Antineoplásico, ,261561000221103
AZANIR,pazopanib,200 mg comp.rec.x 30,Aspen,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,6415971,229071000221106
AZANIR,pazopanib,400 mg comp.rec.x 30,Aspen,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antineoplásico,6416001,229091000221107
AZANOVA,azacitidina,100 mg vial x 1,Celnova Argentina,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,No Clasificada,Venta Bajo Receta Archivada,Antineoplásico, ,261571000221107
AZAREX FIBRA ADELGA,phaseolus vulgaris+asoc.,100 mg comp. x 30,Francelab,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Libre,Suplemento dietario, , 
AZARGA,brinzolamida+timolol,fco.x 5 ml,Novartis,Gotas oftálmicas/Colirios,uso externo,Venta Bajo Receta,Antiglaucomatoso,5910391,261581000221105
AZATEVA,azacitidina,100 mg iny.x 1,Teva Argentina,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,No Clasificada,Venta Bajo Receta Archivada,Antineoplásico, ,261591000221108
AZATIOPRINA RAFFO,azatioprina,50 mg comp.x 100,Raffo,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Inmunosupresor,3343681,148241000221102
AZATIOPRINA RONTAG,azatioprina,50 mg comp.x 25,Rontag,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Inmunosupresor,4031215,446901000221108
AZATIOPRINA RONTAG,azatioprina,50 mg comp.x 100,Rontag,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Inmunosupresor,4031217,227711000221108
AZECAR,acenocumarol,4 mg comp.x 30,Bagó,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Anticoagulante,5417684,167911000221100
AZIATOP,omeprazol,20 mg cáps.x 14,Elea,Cápsulas/Softgels,oral,Venta Libre,Antiulceroso, ,141871000221104
AZIATOP,omeprazol,20 mg cáps.x 28,Elea,Cápsulas/Softgels,oral,Venta Libre,Antiulceroso, ,142751000221107
AZIATOP ADVANCE,omeprazol,20 mg cáps.x 14,Elea,Cápsulas/Softgels,oral,Venta Libre,Antiulceroso, , 
AZIATOP ADVANCE,omeprazol,20 mg cáps.x 28,Elea,Cápsulas/Softgels,oral,Venta Libre,Antiulceroso, , 
AZIATOP ADVANCE,omeprazol,40 mg cáps.x 28,Elea,Cápsulas/Softgels,oral,Venta Libre,Antiulceroso, , 
AZIATOP REFLUX,pantoprazol magnésico,comp. x 14,Elea,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Libre,inhib.de la secrec.ácida gástrica, ,509091000221107
AZIBIOTIC 500,azitromicina,comp.rec.ran.x 3,Baliarda,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antibiótico,4664003,250551000221100
AZIBIOTIC 500,azitromicina,comp.rec.ran.x 5,Baliarda,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antibiótico,4664005,250531000221109
AZIBIOTIC 500,azitromicina,comp.rec.ran.x 7,Baliarda,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta Archivada,Antibiótico,4664007,250541000221102
AZIDAC ENDO,resveratrol+asoc.,sobres x 30,Eurolab,Jarabe/Suspensión oral/Polvo para uso oral,oral,Venta Libre,Suplemento dietario, , 
AZIDAC PLUS DHA,carnitina+asoc.,sob. x 30,Eurolab,Granulados,oral,Venta Libre,Suplemento dietario, , 
AZIDAC PLUS DHA,carnitina+asoc.,cáps.x 120,Eurolab,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Libre,Suplemento dietario, , 
AZIDAC Q10,coenzima Q10,cáps.x 48,Eurolab,Cápsulas/Softgels,oral,Venta Libre,Suplemento dietario, , 
AZILECT,rasagilina,1 mg comp.x 30,Teva Argentina,Comprimidos/Pastillas/Tabletas/Grageas,oral,Venta Bajo Receta,Antiparkinsoniano,5430841,149471000221100
AZIMICINA,azitromicina,susp.oral x 15 ml,Lafedar,Jarabe/Suspensión oral/Polvo para uso oral,oral,Venta Bajo Receta Archivada,Antibiótico,4064221, 
